guid,make,model,vehicle-type,seller-type,price,fuel-type,mileage,year,img-url,zip-code,distance,reg-age,listing-age
f284362b-ef6e-42ca-ae2a-6e888e65a866,Nissan,Micra,Berline,PrivateSeller,2000,d,133250,03-1997,https://prod.pictures.autoscout24.net/listing-images/f284362b-ef6e-42ca-ae2a-6e888e65a866_335b2738-ea8f-4e61-8553-7e9677ecec6a.jpg/250x188.webp,4980,158.32360170330756,9413,309
20b6bb52-e2f0-40c1-8a0e-b31d8fab4d24,Nissan,Micra,Berline,PrivateSeller,2100,b,81872,04-2001,https://prod.pictures.autoscout24.net/listing-images/20b6bb52-e2f0-40c1-8a0e-b31d8fab4d24_64343f39-b46b-4182-930a-12f9421c09a4.jpg/250x188.webp,3980,62.164074769325644,7921,10
29b09ad4-e027-49f9-89b4-d9bf7ecdb41f,Nissan,Maxima,Berline,Dealer,2100,b,247460,12-1997,https://prod.pictures.autoscout24.net/listing-images/29b09ad4-e027-49f9-89b4-d9bf7ecdb41f_a84e0b92-0771-45cb-beef-874e622e707f.jpg/250x188.webp,1080,69.57979227671277,9138,91
10c6da68-90a9-48f7-894e-e9aaedd38253,Nissan,Micra,Berline,PrivateSeller,2150,b,157000,07-2006,https://prod.pictures.autoscout24.net/listing-images/10c6da68-90a9-48f7-894e-e9aaedd38253_ebcb74ff-d278-4687-b0ce-a596afa50dfd.jpg/250x188.webp,7390,121.56764290915724,6004,21
b0d866cd-b601-43b6-bd5a-90f9d0309e19,Nissan,Micra,Berline,Dealer,2200,b,199999,02-2004,https://prod.pictures.autoscout24.net/listing-images/b0d866cd-b601-43b6-bd5a-90f9d0309e19_52894f92-1dde-48ba-b3c7-9a30820beb47.jpg/250x188.webp,1140,66.17447866127165,6885,37
895175b2-d3d9-4e11-9e4a-ce0304de0459,Nissan,Almera Tino,Monovolume,Dealer,2200,b,113995,07-2001,https://prod.pictures.autoscout24.net/listing-images/895175b2-d3d9-4e11-9e4a-ce0304de0459_c9d78cee-88e7-4b76-924b-ee97d907081b.jpg/250x188.webp,1420,87.49639779077864,7830,56
94e752f5-c980-4b8b-8921-94fb0241443a,Nissan,Micra,Berline,PrivateSeller,2200,b,75000,06-1989,https://prod.pictures.autoscout24.net/listing-images/94e752f5-c980-4b8b-8921-94fb0241443a_b35f5323-07f0-4b2a-be59-2d56f80d98d3.jpg/250x188.webp,1070,71.06367211068877,12243,157
72019056-0459-4a1c-86f1-9bac587b002c,Nissan,Micra,Berline,PrivateSeller,2200,b,114945,01-2005,https://prod.pictures.autoscout24.net/listing-images/72019056-0459-4a1c-86f1-9bac587b002c_141fe0ba-2baa-4cd7-a986-bb8c92216348.jpg/250x188.webp,1200,69.44150665917473,6550,165
fe174353-d7b2-45bd-9646-10eeaea71399,Nissan,Note,Break,PrivateSeller,2200,d,164000,01-2009,https://prod.pictures.autoscout24.net/listing-images/fe174353-d7b2-45bd-9646-10eeaea71399_9b11042c-bb84-44b4-a801-227bc191ae4f.jpg/250x188.webp,3680,95.79102994233567,5089,170
974eff01-ea6b-4046-bb27-65e06f8b75b3,Nissan,Sunny,Berline,Dealer,2200,b,65000,08-1981,https://prod.pictures.autoscout24.net/listing-images/974eff01-ea6b-4046-bb27-65e06f8b75b3_2e628d71-3ff4-4f8c-83a7-870bcf56c14f.jpg/250x188.webp,1400,97.35176357549375,15104,839
5176eefe-38ad-4b10-bbce-00182e2a14c3,Nissan,Micra,Berline,Dealer,2250,b,170000,11-2003,https://prod.pictures.autoscout24.net/listing-images/5176eefe-38ad-4b10-bbce-00182e2a14c3_300abf66-823c-4989-8be9-87f7cdef595d.jpg/250x188.webp,1790,66.85097420004841,6977,11
de7ef9ec-7401-4956-9668-322cfc67b17d,Nissan,Micra,Coupé,PrivateSeller,2250,b,132000,05-2005,https://prod.pictures.autoscout24.net/listing-images/de7ef9ec-7401-4956-9668-322cfc67b17d_008be696-9e38-4e3e-8f6e-510062231c00.jpg/250x188.webp,6240,115.29065835205232,6430,25
61a6e503-34d4-4e35-8bd2-8c2a2ae38754,Nissan,Micra,Berline,PrivateSeller,2250,b,228000,10-2007,https://prod.pictures.autoscout24.net/listing-images/61a6e503-34d4-4e35-8bd2-8c2a2ae38754_d9864d51-bad9-43f0-9f2f-569163290620.jpg/250x188.webp,9000,69.99787275902874,5547,38
b2b6f7fe-5a9e-44e7-bb98-a2338e6ae637,Nissan,Micra,Berline,Dealer,2290,d,240000,06-2007,https://prod.pictures.autoscout24.net/listing-images/b2b6f7fe-5a9e-44e7-bb98-a2338e6ae637_16b49fa7-f8d1-493d-aa42-ea99a41e211d.jpg/250x188.webp,7134,116.23444273110738,5669,8
8bf87118-7ac0-4ca9-8b54-65f2ed130a02,Nissan,Micra,Berline,PrivateSeller,2299,b,209883,07-2003,https://prod.pictures.autoscout24.net/listing-images/8bf87118-7ac0-4ca9-8b54-65f2ed130a02_933c75bb-cfcf-4986-a7a3-d46712bbb15d.jpg/250x188.webp,2170,24.69103588100009,7100,41
8ecf1065-f61d-4343-a377-b3229ed85b1e,Nissan,Kubistar,SUV/4x4/Pick-up,PrivateSeller,2300,d,218000,01-2006,https://prod.pictures.autoscout24.net/listing-images/8ecf1065-f61d-4343-a377-b3229ed85b1e_92bd0810-03d0-4dca-af12-51ef228a0678.jpg/250x188.webp,4020,121.60247278825214,6185,23
e2b2b61d-007b-48bb-976d-236d558db95f,Nissan,Almera,Berline,Dealer,2350,b,70000,09-2000,https://prod.pictures.autoscout24.net/listing-images/e2b2b61d-007b-48bb-976d-236d558db95f_078af08a-9a53-474b-9475-6576713e044d.jpg/250x188.webp,1400,97.35176357549375,8133,51
21c5b7bf-a5e8-4a72-b338-62a837320307,Nissan,Note,Monovolume,Dealer,2400,b,203320,01-2007,https://prod.pictures.autoscout24.net/listing-images/21c5b7bf-a5e8-4a72-b338-62a837320307_8ef18671-d826-4414-b6df-1be3cb6812fe.jpg/250x188.webp,1600,78.61296004280759,5820,43
a1951cd2-d007-48a2-818e-cca7675153a0,Nissan,Micra,Berline,Dealer,2450,b,140000,12-2011,https://prod.pictures.autoscout24.net/listing-images/a1951cd2-d007-48a2-818e-cca7675153a0_f4ed412a-e280-4115-ac39-2d3897bbb1b8.jpg/250x188.webp,5140,104.85389989976589,4025,83
0bc3511d-1b05-47f7-a69b-a27bd49af43e,Nissan,Micra,Berline,Dealer,2490,b,118238,03-2003,https://prod.pictures.autoscout24.net/listing-images/0bc3511d-1b05-47f7-a69b-a27bd49af43e_88ab66fe-cbdb-41b4-abf9-0d40627d0656.jpg/250x188.webp,1300,83.88957347991013,7222,59
1a8c8ee4-ea7f-4bfc-9267-db2447b4ad87,Nissan,Almera Tino,Monovolume,Dealer,2500,b,113000,06-2001,https://prod.pictures.autoscout24.net/listing-images/1a8c8ee4-ea7f-4bfc-9267-db2447b4ad87_04ee5bae-c722-47e0-9a4e-bbf24b3c5318.jpg/250x188.webp,1070,71.06367211068877,7860,5
c8362a37-d84f-4082-9eb6-6483269a91fb,Nissan,Primera,Berline,Dealer,2500,d,96000,05-2000,https://prod.pictures.autoscout24.net/listing-images/c8362a37-d84f-4082-9eb6-6483269a91fb_b7cee91b-e5d3-493c-8766-b1fb7ff50aea.jpg/250x188.webp,6220,109.54249226439103,8256,52
297d9860-8576-46ac-a169-e4640347fb75,Nissan,Almera,Berline,Dealer,2500,b,106280,04-2000,https://prod.pictures.autoscout24.net/listing-images/297d9860-8576-46ac-a169-e4640347fb75_a004531b-8035-4247-bae4-846fff01c3f2.jpg/250x188.webp,9230,69.27250469504553,8286,79
