guid,make,model,vehicle-type,seller-type,price,zip-code,fuel-type,mileage,year,distance,age,img-url
5cd531a8-9bc8-4bf3-8daf-3d6e939b9145,volvo,c30,c,d,3950,3090,d,99875,01-2008,77.24958296507762,5445,https://prod.pictures.autoscout24.net/listing-images/5cd531a8-9bc8-4bf3-8daf-3d6e939b9145_487cc367-c89d-499e-85e2-07c710c9b794.jpg/480x360.jpg
6e800b59-91dc-4410-bf10-186ef8f70f20,volvo,xc60,c,p,16000,1090,d,178000,09-2015,66.80320352454842,2645,https://prod.pictures.autoscout24.net/listing-images/6e800b59-91dc-4410-bf10-186ef8f70f20_83f84b42-9345-420e-97c0-d1935aceed34.jpg/480x360.jpg
d010474d-be3c-42a9-9a6a-241135c86b0a,volvo,s90,c,d,30500,8200,d,75096,09-2018,93.81651363169982,1549,https://prod.pictures.autoscout24.net/listing-images/d010474d-be3c-42a9-9a6a-241135c86b0a_973ac737-c309-4a38-be80-1194e8dcc5cd.jpg/480x360.jpg
77590989-5d13-4819-8e2d-7913ec05289b,volvo,v60,c,d,31700,8630,d,85619,01-2019,133.10832564444777,1427,https://prod.pictures.autoscout24.net/listing-images/77590989-5d13-4819-8e2d-7913ec05289b_dfc64a6d-4a10-4774-84ce-5963f67478ba.jpg/480x360.jpg
5bd74493-0edc-4365-a0a0-73de55834d5b,volvo,s90,c,d,29750,8400,b,89000,09-2018,110.03239888716801,1549,https://prod.pictures.autoscout24.net/listing-images/5bd74493-0edc-4365-a0a0-73de55834d5b_00eb7dfa-09e7-4cb1-a202-a0b33d36418a.jpg/480x360.jpg
68d0e4a1-8e4e-4f94-b16d-bda8d6c45567,volvo,xc60,c,d,59950,8630,2,33186,06-2021,133.10832564444777,545,https://prod.pictures.autoscout24.net/listing-images/68d0e4a1-8e4e-4f94-b16d-bda8d6c45567_c3d836ed-3eb7-4b70-8dcb-c1bee50d8cb5.jpg/480x360.jpg
9f000957-089b-42f0-83a9-a21fa6058f3b,volvo,xc60,c,d,50450,8700,d,6943,05-2022,90.43310642675891,211,https://prod.pictures.autoscout24.net/listing-images/9f000957-089b-42f0-83a9-a21fa6058f3b_24331452-bcf8-40ad-8454-6ca92d8502fb.jpg/480x360.jpg
ae172651-da5b-49d4-84d6-8fd9b104fdd8,volvo,xc90,c,d,87450,8630,2,19266,03-2021,133.10832564444777,637,https://prod.pictures.autoscout24.net/listing-images/ae172651-da5b-49d4-84d6-8fd9b104fdd8_9c9d7f01-2e59-4681-b3d2-cb18856f3a7b.jpg/480x360.jpg
8aa4161b-c01e-48e1-8aef-8425ccddf245,volvo,xc90,c,d,83000,8630,2,18000,08-2021,133.10832564444777,484,https://prod.pictures.autoscout24.net/listing-images/8aa4161b-c01e-48e1-8aef-8425ccddf245_ccf89927-82d1-4c97-a4d7-5081791a7ef5.jpg/480x360.jpg
d3544216-d0d5-4f55-84a3-9d01d4b6cd5f,volvo,xc60,c,d,39250,8630,d,19450,10-2019,133.10832564444777,1154,https://prod.pictures.autoscout24.net/listing-images/d3544216-d0d5-4f55-84a3-9d01d4b6cd5f_04aed777-e4b1-4b1f-a614-9268d297212d.jpg/480x360.jpg
04aac8b2-cefb-4b71-9f17-cb06c80ff3fc,volvo,v60,c,d,34900,9800,2,39310,04-2021,85.43781742981923,606,
0e893a76-d3e4-4185-8e12-15498c16ac4a,volvo,xc40,c,d,30900,8800,d,24943,03-2021,107.24415982689398,637,https://prod.pictures.autoscout24.net/listing-images/0e893a76-d3e4-4185-8e12-15498c16ac4a_a1758090-1900-4f07-808e-c3c4c56616e5.jpg/480x360.jpg
8c2e024d-c97e-4c55-bbf1-e46bfd2ec026,volvo,xc90,c,d,47990,9120,d,74156,04-2018,31.412557196808976,1702,https://prod.pictures.autoscout24.net/listing-images/8c2e024d-c97e-4c55-bbf1-e46bfd2ec026_f852cb62-03cf-49b4-8262-950f6f9312fb.jpg/480x360.jpg
5473eb7f-2483-4ef1-902d-19288de89788,volvo,xc40,c,d,34900,9800,b,41511,01-2021,85.43781742981923,696,
b92c548e-b1e7-456d-aed5-e24052696aed,volvo,xc40,c,d,31900,9800,b,14800,12-2021,85.43781742981923,362,
e719d8c7-e593-4182-9208-3b866d7a6fb2,volvo,xc40,c,d,31900,9800,b,14130,12-2021,85.43781742981923,362,
1ba09cef-bc3e-446f-b320-0ee53399a64d,volvo,xc40,c,d,53250,8400,2,16348,10-2021,110.03239888716801,423,https://prod.pictures.autoscout24.net/listing-images/1ba09cef-bc3e-446f-b320-0ee53399a64d_98092ad9-9508-490a-a43b-b40313c7313f.jpg/480x360.jpg
66e2ff8e-de3e-4e2d-aafa-535a6600408d,volvo,xc90,c,d,84250,8800,2,14500,02-2022,107.24415982689398,300,https://prod.pictures.autoscout24.net/listing-images/66e2ff8e-de3e-4e2d-aafa-535a6600408d_9953ec74-d26c-4902-8a5d-15c891e8a7d5.jpg/480x360.jpg
b2551984-3ee2-4f76-825f-620ec6d46fb7,volvo,xc90,c,p,49000,4802,2,108000,05-2018,139.34083646414916,1672,https://prod.pictures.autoscout24.net/listing-images/b2551984-3ee2-4f76-825f-620ec6d46fb7_08794feb-4b1b-4a45-b013-defa79f4a665.jpg/480x360.jpg
2c16b738-1301-4b0d-b30c-8d8427772c2b,volvo,v40,c,p,16999,1070,d,32500,03-2018,71.06367211068877,1733,https://prod.pictures.autoscout24.net/listing-images/2c16b738-1301-4b0d-b30c-8d8427772c2b_8fb8d9f9-96fd-4e99-bc4c-78220b8f7851.jpg/480x360.jpg
39f11e09-71fe-4da1-8fb9-30898424cd78,volvo,xc60,c,p,16950,1630,d,129000,01-2016,78.39179014572085,2523,https://prod.pictures.autoscout24.net/listing-images/39f11e09-71fe-4da1-8fb9-30898424cd78_95eb25e5-4280-4c96-b960-057054dee10a.jpg/480x360.jpg
29517f89-c311-420e-8371-b36c9548bcab,volvo,xc90,c,p,39500,1150,d,118000,06-2018,68.48425146100755,1641,https://prod.pictures.autoscout24.net/listing-images/29517f89-c311-420e-8371-b36c9548bcab_715e8b44-5d73-4bf4-a418-10f3a85221db.jpg/480x360.jpg
995d8af4-2724-452e-9486-f64f54669d16,volvo,xc90,c,p,39500,9500,d,108000,09-2018,88.55487491294804,1549,https://prod.pictures.autoscout24.net/listing-images/995d8af4-2724-452e-9486-f64f54669d16_176870b5-c055-438e-b5bc-ecb357f12beb.jpg/480x360.jpg
93f7a67b-4627-4913-94cf-d2bc9a8bc57e,volvo,xc90,c,d,29990,6224,d,165000,11-2016,110.94977629658112,2218,https://prod.pictures.autoscout24.net/listing-images/93f7a67b-4627-4913-94cf-d2bc9a8bc57e_453f44ad-fba8-4103-a8f3-89f56f416ea2.jpg/480x360.jpg
f2e7ddee-ea29-4be0-acb6-d561fe5c8182,volvo,s60,c,d,10950,4020,d,100000,07-2018,121.60247278825214,1611,https://prod.pictures.autoscout24.net/listing-images/f2e7ddee-ea29-4be0-acb6-d561fe5c8182_828295f4-a90c-4dc2-ada5-20a2d23bca83.jpg/480x360.jpg
711ed6bb-3cc0-425b-93a9-e8f8dae1ddb3,volvo,s60,c,d,10200,4530,d,135000,04-2011,111.99734570714251,4259,https://prod.pictures.autoscout24.net/listing-images/711ed6bb-3cc0-425b-93a9-e8f8dae1ddb3_db052133-ed69-4d31-a5b9-da8da1518bc0.jpg/480x360.jpg
175b9110-cd2b-4022-b13f-e6a48a1a11f4,volvo,xc60,c,d,18500,4530,d,127000,11-2016,111.99734570714251,2218,https://prod.pictures.autoscout24.net/listing-images/175b9110-cd2b-4022-b13f-e6a48a1a11f4_a413cfdf-a4ac-411e-9d12-d9f7330e2285.jpg/480x360.jpg
226110de-88d2-45c4-beaa-5c6b34aa00b5,volvo,v40,c,d,11490,4000,d,104314,11-2022,118.53949006185148,27,https://prod.pictures.autoscout24.net/listing-images/226110de-88d2-45c4-beaa-5c6b34aa00b5_fee0634d-0e67-4d0a-990d-fb18c52e46b8.jpg/480x360.jpg
956d76c8-5d02-4f2b-8e77-f7c7d7900451,volvo,v60,c,d,34500,9890,2,28000,06-2021,80.15855280814198,545,https://prod.pictures.autoscout24.net/listing-images/956d76c8-5d02-4f2b-8e77-f7c7d7900451_449e4f9b-59a6-44e1-9db7-a12312c716ea.jpg/480x360.jpg
4a49561e-e7fe-4b22-b69e-61fc926055f7,volvo,v40,c,d,9800,7387,d,115000,09-2015,133.5272895412881,2645,https://prod.pictures.autoscout24.net/listing-images/4a49561e-e7fe-4b22-b69e-61fc926055f7_164a3573-0c60-4e83-89c7-5d6deb37d2d4.jpg/480x360.jpg
842126b9-5453-4e9a-bd8a-5081e0eec350,volvo,s60,c,d,33990,3530,b,55000,08-2020,79.7065029526959,849,https://prod.pictures.autoscout24.net/listing-images/842126b9-5453-4e9a-bd8a-5081e0eec350_a0e52319-9659-4c63-826c-4a07c699d604.jpg/480x360.jpg
cd4103fb-bea9-4417-ba5e-646a8c27e6cf,volvo,xc60,c,d,33495,3200,d,52588,05-2018,60.911700271925,1672,https://prod.pictures.autoscout24.net/listing-images/cd4103fb-bea9-4417-ba5e-646a8c27e6cf_38499ada-a34e-4b5f-8361-73b2a579686e.jpg/480x360.jpg
5d063a0b-1a57-4e12-853b-9d9502316128,volvo,xc60,c,d,35900,8830,d,58200,06-2019,110.14495439154433,1276,https://prod.pictures.autoscout24.net/listing-images/5d063a0b-1a57-4e12-853b-9d9502316128_4bf58061-2a60-434f-912f-2357ee11d9cb.jpg/480x360.jpg
00e2cd04-82b7-4656-a2c1-559898673a39,volvo,xc40,c,d,32990,9810,d,42060,09-2020,80.58546176841949,818,https://prod.pictures.autoscout24.net/listing-images/00e2cd04-82b7-4656-a2c1-559898673a39_5f7effb3-6409-4f44-a217-d090398b58dc.jpg/480x360.jpg
52a4d77f-a341-4765-8957-d274db693160,volvo,xc60,c,d,20900,3800,d,65830,06-2017,90.52950000718796,2006,https://prod.pictures.autoscout24.net/listing-images/52a4d77f-a341-4765-8957-d274db693160_032c1010-0736-4916-9606-9152f5f743b5.jpg/480x360.jpg
