guid,make,model,vehicle-type,seller-type,price,zip-code,fuel-type,mileage,year,distance,age,img-url
e05ee084-ad20-4d96-b35a-5e22c4052d3d,honda,civic,c,p,1800,1020,b,118600,05-2001,66.36225311284039,7882,https://prod.pictures.autoscout24.net/listing-images/e05ee084-ad20-4d96-b35a-5e22c4052d3d_f4d54f04-693e-4680-bb19-a973ab8fd40a.jpg/480x360.jpg
2a4bc407-e500-4f1e-b460-9834eadfdf14,honda,civic,c,d,2999,1400,d,227000,12-2008,97.35176357549375,5111,https://prod.pictures.autoscout24.net/listing-images/2a4bc407-e500-4f1e-b460-9834eadfdf14_e17fa183-a04b-45ba-a4b5-ee8f781557b7.jpg/480x360.jpg
16b5c484-7827-46a0-b258-47f6faa4e676,honda,e,c,p,29500,8700,e,16100,12-2020,90.43310642675891,728,https://prod.pictures.autoscout24.net/listing-images/16b5c484-7827-46a0-b258-47f6faa4e676_be3e1e93-3caa-4ff2-8b49-d4733a5361a5.jpg/480x360.jpg
c97ef2fd-8c23-4647-85d3-f7f57d7af7d2,honda,hr-v,c,d,37805,2110,2,0,03-2022,26.910904850539477,273,https://prod.pictures.autoscout24.net/listing-images/c97ef2fd-8c23-4647-85d3-f7f57d7af7d2_ac8b188c-9e98-40d5-abf7-00292bde3c00.jpg/480x360.jpg
04154660-0b13-4c6b-a768-34040ca34ded,honda,jazz,c,p,6850,4750,b,101677,07-2013,165.86080409053986,3438,https://prod.pictures.autoscout24.net/listing-images/04154660-0b13-4c6b-a768-34040ca34ded_8e097f47-f9d5-4e79-b84b-acee8b3ba95e.jpg/480x360.jpg
f6aa2634-181a-4b17-8e9c-de9ed4a497a3,honda,jazz,c,p,3250,1457,b,117500,03-2006,94.96023841245366,6117,https://prod.pictures.autoscout24.net/listing-images/f6aa2634-181a-4b17-8e9c-de9ed4a497a3_aa92ba3e-4c2a-4e96-b861-3d8706c93046.jpg/480x360.jpg
26b8f588-8962-49da-a99b-cd9bad0ec390,honda,accord,c,d,2300,2610,b,150000,01-2005,33.817501233272104,6541,https://prod.pictures.autoscout24.net/listing-images/26b8f588-8962-49da-a99b-cd9bad0ec390_e7063563-3301-4ed0-bc88-2584277e3e59.jpg/480x360.jpg
f77e7908-a7d8-4f9f-ba97-d76388677de0,honda,e,c,p,25000,1450,e,15999,12-2020,99.21070750653318,728,https://prod.pictures.autoscout24.net/listing-images/f77e7908-a7d8-4f9f-ba97-d76388677de0_e26b7a9c-c150-4d61-ba74-fd096693ff35.jpg/480x360.jpg
b625230f-6484-459f-b80c-9e42a12b2228,honda,jazz,c,d,9900,4053,b,73000,05-2014,125.90162963135718,3134,https://prod.pictures.autoscout24.net/listing-images/b625230f-6484-459f-b80c-9e42a12b2228_42d64b0c-ac43-48d1-9898-bcbf1a3e40a9.jpg/480x360.jpg
c1aa4877-af56-4be2-9a6c-ae5aeae5d249,honda,jazz,c,d,3999,8791,b,200000,04-2010,102.62748120507626,4625,https://prod.pictures.autoscout24.net/listing-images/c1aa4877-af56-4be2-9a6c-ae5aeae5d249_0f33c875-a4b8-4fd8-8aa2-37a1ea0d6bda.jpg/480x360.jpg
ed7a1a71-910c-43ec-9c6b-a6963084ca46,honda,civic,c,p,21000,7700,b,43500,05-2017,118.9523807230755,2038,https://prod.pictures.autoscout24.net/listing-images/ed7a1a71-910c-43ec-9c6b-a6963084ca46_c5d10331-0b43-42e7-bb7c-8216a241b661.jpg/480x360.jpg
9596725d-7af8-4431-9c7d-b591a0f556af,honda,civic,c,p,6100,2350,b,23000,06-2002,34.14017919683267,7486,https://prod.pictures.autoscout24.net/listing-images/9596725d-7af8-4431-9c7d-b591a0f556af_03808c92-b30a-45ec-b97c-dd80046a1da5.jpg/480x360.jpg
4eb4765b-8029-4cf8-953d-00c812c23fcd,honda,civic,c,p,21999,1080,b,50000,03-2018,69.57979227671277,1734,https://prod.pictures.autoscout24.net/listing-images/4eb4765b-8029-4cf8-953d-00c812c23fcd_92428f73-c68f-403e-926e-7f2404966588.jpg/480x360.jpg
05409cb6-6d5c-403a-a661-08e7a1494e70,honda,crx,c,p,8900,5555,b,154000,05-1996,177.90865712825092,9708,https://prod.pictures.autoscout24.net/listing-images/05409cb6-6d5c-403a-a661-08e7a1494e70_a0dd8648-ebbf-4834-81eb-f1ddf82ae092.jpg/480x360.jpg
